codigo_carga;tipo_asignatura;codigo_asignatura;Asignatura;Seccion;Horario;Dias;inscritos_materia;parcial;fechaparcial;Fecha_Registro;asistencia;TipoExamen;Coordinacion_Catedra;Coordinador_Catedratico;Escuela;Facultad,
APUB-E_02_02-2020;P;APUB-E;ADMINISTRACION PUBLICA;2;16:00-19:00;Sab;65;1;23/11/2020;23/11/2020 14:57;1;Diferido;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
GERA-E_02_02-2020;P;GERA-E;GERENCIA AGROINDUSTRIAL;2;13:00-16:00;Sab;78;4;21/11/2020;23/11/2020 17:02;74;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
GERA-E_02_02-2020;P;GERA-E;GERENCIA AGROINDUSTRIAL;2;13:00-16:00;Sab;78;3;23/11/2020;23/11/2020 17:02;2;Diferido;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
FIEM-E_05_02-2020;P;FIEM-E;FINANZAS EMPRESARIALES;5;07:00-10:00;Dom;61;4;22/11/2020;23/11/2020 17:39;53;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
FIEM-E_05_02-2020;P;FIEM-E;FINANZAS EMPRESARIALES;5;07:00-10:00;Dom;61;3;23/11/2020;23/11/2020 17:39;2;Diferido;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
COSO-E_02_02-2020;P;COSO-E;CONTABILIDAD DE SOCIEDADES;2;10:00-13:00;Dom;67;4;22/11/2020;23/11/2020 18:10;60;Ordinario;CONTADURÍA;MONTANO FLORES DIOMESIS TITO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
COAD-E_02_02-2020;P;COAD-E;CONSULTORIA ADMINISTRATIVA;2;07:00-10:00;Dom;103;4;22/11/2020;23/11/2020 18:12;103;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
GEV2-E_02_02-2020;P;GEV2-E;GERENCIA DE VENTAS II ;2;17:00-18:30;Lu-Mie;84;4;16/11/2020;23/11/2020 18:31;70;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
MERG-E_02_02-2020;P;MERG-E;MERCADOTECNIA GLOBAL;2;13:00-16:00;Sab;19;4;21/11/2020;23/11/2020 18:38;14;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
MERG-E_02_02-2020;P;MERG-E;MERCADOTECNIA GLOBAL;2;13:00-16:00;Sab;19;3;23/11/2020;23/11/2020 18:38;1;Diferido;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
GERE-H_01_02-2020;P;GERE-H;GERENCIA;1;06:30-08:00;Ma-Jue;111;4;19/11/2020;23/11/2020 19:18;103;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
GERE-H_01_02-2020;P;GERE-H;GERENCIA;1;06:30-08:00;Ma-Jue;111;1;23/11/2020;23/11/2020 19:19;1;Diferido;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
GERE-H_01_02-2020;P;GERE-H;GERENCIA;1;06:30-08:00;Ma-Jue;111;2;23/11/2020;23/11/2020 19:20;2;Diferido;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
GERE-H_01_02-2020;P;GERE-H;GERENCIA;1;06:30-08:00;Ma-Jue;111;3;23/11/2020;23/11/2020 19:20;2;Diferido;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
AUD1-E_01_02-2020;P;AUD1-E;AUDITORIA I ;1;06:30-08:00;Ma-Jue;54;4;19/11/2020;23/11/2020 23:05;47;Ordinario;CONTADURÍA;MONTANO FLORES DIOMESIS TITO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
AUD1-E_01_02-2020;P;AUD1-E;AUDITORIA I ;1;06:30-08:00;Ma-Jue;54;3;23/11/2020;23/11/2020 23:07;2;Diferido;CONTADURÍA;MONTANO FLORES DIOMESIS TITO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
DESO-E_01_02-2020;P;DESO-E;DESARROLLO ORGANIZACIONAL ;1;06:30-08:00;Ma-Jue;55;4;19/11/2020;24/11/2020 09:07;51;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ADEF-E_04_02-2020;P;ADEF-E;ANALISIS DE ESTADOS FINANCIEROS;4;18:40-20:10;Ma-Jue;91;3;15/11/2020;24/11/2020 18:11;2;Diferido;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ADCO-E_01_02-2020;P;ADCO-E;ADMINISTRACION DE COMPRAS;1;18:40-20:10;Ma-Jue;98;4;17/11/2020;24/11/2020 20:25;97;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
COF1-E_01_02-2020;P;COF1-E;CONTABILIDAD FINANCIERA I;1;08:00-09:30;Ma-Jue;39;4;17/11/2020;24/11/2020 21:44;32;Ordinario;CONTADURÍA;MONTANO FLORES DIOMESIS TITO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
GPTU-N_01_02-2020;P;GPTU-N;GESTION DE PROYECTOS TURISTICOS                                            ;1;18:40-20:10;Ma-Jue;59;4;17/11/2020;24/11/2020 23:46;56;Ordinario;TURISMO;CERNA AGUIÑADA CAROLINA ELIZABETH ;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ADH1-T_02_02-2020;P;ADH1-T;ADMINISTRACION HOTELERA I;2;18:40-20:10;Ma-Jue;29;4;17/11/2020;24/11/2020 23:41;27;Ordinario;TURISMO;CERNA AGUIÑADA CAROLINA ELIZABETH ;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
MERC-B_01_02-2020;P;MERC-B;MERCADOTECNIA I;1;06:30-08:00;Mie-Sab;26;4;18/11/2020;25/11/2020 08:01;23;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
COF3-E_01_02-2020;P;COF3-E;CONTABILIDAD FINANCIERA III;1;18:40-20:10;Ma-Jue;34;4;17/11/2020;25/11/2020 08:55;24;Ordinario;CONTADURÍA;MONTANO FLORES DIOMESIS TITO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ANAD-E_02_02-2020;P;ANAD-E;ANALISIS ADMINISTRATIVO;2;08:00-09:30;Ma-Jue;108;4;17/11/2020;3/12/2020 13:52;108;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
COF1-B_08_02-2020;P;COF1-B;CONTABILIDAD FINANCIERA I;8;18:40-20:10;Ma-Jue;12;4;17/11/2020;25/11/2020 10:19;7;Ordinario;CONTADURÍA;MONTANO FLORES DIOMESIS TITO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
METI-H_06_02-2020;P;METI-H;METODOS DE INVESTIGACION;6;08:00-09:30;Ma-Jue;76;4;17/11/2020;25/11/2020 12:09;68;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
CDC1-E_06_02-2020;P;CDC1-E;CONTABILIDAD DE COSTOS I;6;18:40-20:10;Ma-Jue;64;4;17/11/2020;25/11/2020 13:04;58;Ordinario;CONTADURÍA;MONTANO FLORES DIOMESIS TITO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
COAG-E_02_02-2020;P;COAG-E;CONTABILIDAD AGROPECUARIA;2;18:40-20:10;Ma-Jue;112;4;17/11/2020;25/11/2020 13:06;111;Ordinario;CONTADURÍA;MONTANO FLORES DIOMESIS TITO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
MESE-E_02_02-2020;P;MESE-E;MERCADOTECNIA DE SERVICIOS;2;18:40-20:10;Lu-Mie;77;4;18/11/2020;25/11/2020 20:05;73;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ADM2-B_02_02-2020;P;ADM2-B;ADMINISTRACION II;2;18:40-20:10;Lu-Mie;38;3;25/11/2020;25/11/2020 20:13;5;Diferido;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
POIC-N_01_02-2020;P;POIC-N;POLITICA INTERNACIONAL COMERCIAL                                           ;1;18:40-20:10;Lu-Mie;30;4;18/11/2020;25/11/2020 20:15;29;Ordinario;ECONOMÍA;RAMÍREZ ALFARO GUILLERMO ;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
DESO-E_02_02-2020;P;DESO-E;DESARROLLO ORGANIZACIONAL ;2;18:40-20:10;Lu-Mie;94;3;25/11/2020;25/11/2020 20:21;3;Diferido;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
PRAC-E_02_02-2020;P;PRAC-E;PRACTICA GERENCIAL;2;13:00-16:00;Sab;43;4;21/11/2020;25/11/2020 20:40;42;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
PRAC2-E_02_02-2020;P;PRAC2-E;PRACTICA GERENCIAL II                                                      ;2;10:00-13:00;Dom;41;4;22/11/2020;25/11/2020 20:40;39;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
PRAC2-E_02_02-2020;P;PRAC2-E;PRACTICA GERENCIAL II                                                      ;2;10:00-13:00;Dom;41;3;25/11/2020;25/11/2020 20:40;3;Diferido;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ACON-E_01_02-2020;P;ACON-E;ANALISIS DEL CONSUMIDOR;1;06:30-08:00;Mie-Sab;64;4;18/11/2020;25/11/2020 21:25;48;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ADEF-E_03_02-2020;P;ADEF-E;ANALISIS DE ESTADOS FINANCIEROS;3;08:00-09:30;Ma-Jue;30;4;17/11/2020;25/11/2020 22:02;27;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ADEF-E_03_02-2020;P;ADEF-E;ANALISIS DE ESTADOS FINANCIEROS;3;08:00-09:30;Ma-Jue;30;3;25/11/2020;25/11/2020 22:06;3;Diferido;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
AUD3-E_01_02-2020;P;AUD3-E;AUDITORIA III;1;18:40-20:10;Lu-Mie;36;4;18/11/2020;25/11/2020 22:29;34;Ordinario;CONTADURÍA;MONTANO FLORES DIOMESIS TITO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
AUD3-E_01_02-2020;P;AUD3-E;AUDITORIA III;1;18:40-20:10;Lu-Mie;36;3;25/11/2020;25/11/2020 22:29;1;Diferido;CONTADURÍA;MONTANO FLORES DIOMESIS TITO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
GEV1-E_01_02-2020;P;GEV1-E;GERENCIA DE VENTAS I ;1;18:40-20:10;Lu-Mie;79;4;18/11/2020;25/11/2020 23:05;68;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
CDC2-E_01_02-2020;P;CDC2-E;CONTABILIDAD DE COSTOS II ;1;18:40-20:10;Lu-Mie;58;4;18/11/2020;26/11/2020 04:18;52;Ordinario;CONTADURÍA;MONTANO FLORES DIOMESIS TITO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
GERE-H_02_02-2020;P;GERE-H;GERENCIA;2;18:40-20:10;Ma-Jue;95;4;17/11/2020;26/11/2020 06:16;91;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ARHU-E_02_02-2020;P;ARHU-E;ADMINISTRACION DE RECURSOS HUMANOS;2;06:30-08:00;Ma-Jue;53;4;19/11/2020;26/11/2020 06:16;52;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
INME-E_01_02-2020;P;INME-E;INVESTIGACION DE MERCADO;1;06:30-08:00;Ma-Jue;48;3;26/11/2020;26/11/2020 06:20;1;Diferido;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
MESO-E_02_02-2020;P;MESO-E;MERCADOTECNIA SOCIAL ;2;13:00-16:00;Sab;35;3;26/11/2020;26/11/2020 06:20;1;Diferido;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
INME-E_02_02-2020;P;INME-E;INVESTIGACION DE MERCADO;2;18:40-20:10;Lu-Mie;38;3;26/11/2020;26/11/2020 06:21;3;Diferido;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
TENE-E_02_02-2020;P;TENE-E;TENDENCIAS ECONOMICAS;2;18:40-20:10;Lu-Mie;64;4;18/11/2020;26/11/2020 07:43;62;Ordinario;ECONOMÍA;RAMÍREZ ALFARO GUILLERMO ;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
COF2-E_02_02-2020;P;COF2-E;CONTABILIDAD FINANCIERA II;2;06:30-08:00;Mie-Sab;51;4;18/11/2020;26/11/2020 08:16;45;Ordinario;CONTADURÍA;MONTANO FLORES DIOMESIS TITO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
MEFI-E_01_02-2020;P;MEFI-E;MERCADEO Y FINANZAS;1;18:40-20:10;Lu-Mie;76;4;18/11/2020;26/11/2020 08:17;73;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ADH2-T_01_02-2020;P;ADH2-T;ADMINISTRACION HOTELERA II;1;06:30-08:00;Mie-Sab;100;4;18/11/2020;26/11/2020 09:00;96;Ordinario;TURISMO;CERNA AGUIÑADA CAROLINA ELIZABETH ;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
APRO-E_03_02-2020;P;APRO-E;ADMINISTRACIÓN DE PROYECTOS;3;06:30-08:00;Mie-Sab;84;4;18/11/2020;26/11/2020 09:17;84;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
APRO-E_03_02-2020;P;APRO-E;ADMINISTRACIÓN DE PROYECTOS;3;06:30-08:00;Mie-Sab;84;3;26/11/2020;26/11/2020 09:17;1;Diferido;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
APUB-E_01_02-2020;P;APUB-E;ADMINISTRACION PUBLICA;1;18:40-20:10;Lu-Mie;110;4;18/11/2020;26/11/2020 10:55;103;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
PRA1-T_01_02-2020;P;PRA1-T;PRACTICAS I;1;13:00-16:00;Sab;27;4;21/11/2020;26/11/2020 11:14;26;Ordinario;TURISMO;CERNA AGUIÑADA CAROLINA ELIZABETH ;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ADM2-B_02_02-2020;P;ADM2-B;ADMINISTRACION II;2;18:40-20:10;Lu-Mie;38;4;18/11/2020;26/11/2020 12:53;34;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
TENE-E_04_02-2020;P;TENE-E;TENDENCIAS ECONOMICAS;4;18:40-20:10;Lu-Mie;80;4;18/11/2020;26/11/2020 13:20;78;Ordinario;ECONOMÍA;RAMÍREZ ALFARO GUILLERMO ;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
GERA-E_01_02-2020;P;GERA-E;GERENCIA AGROINDUSTRIAL;1;06:30-08:00;Mie-Sab;27;4;18/11/2020;26/11/2020 14:47;26;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
GERA-E_01_02-2020;P;GERA-E;GERENCIA AGROINDUSTRIAL;1;06:30-08:00;Mie-Sab;27;3;26/11/2020;26/11/2020 14:48;1;Diferido;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
MERC-E_06_02-2020;P;MERC-E;MERCADOTECNIA ;6;18:40-20:10;Ma-Jue;68;4;17/11/2020;26/11/2020 18:25;63;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ECOE-E_01_02-2020;P;ECOE-E;ECONOMIA EMPRESARIAL;1;06:30-08:00;Lu-Vie;69;4;20/11/2020;27/11/2020 18:47;62;Ordinario;ECONOMÍA;RAMÍREZ ALFARO GUILLERMO ;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
MERG-E_01_02-2020;P;MERG-E;MERCADOTECNIA GLOBAL;1;18:40-20:10;Lu-Mie;31;1;26/8/2020;27/11/2020 20:45;27;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
MERG-E_01_02-2020;P;MERG-E;MERCADOTECNIA GLOBAL;1;18:40-20:10;Lu-Mie;31;4;18/11/2020;27/11/2020 20:46;27;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
CREA-E_01_02-2020;P;CREA-E;CREACION DE EMPRESAS;1;06:30-08:00;Mie-Sab;22;4;18/11/2020;27/11/2020 21:21;20;Ordinario;EMPRENDEDURISMO;MOLINA RODRIGUEZ MANUEL ANTONIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
CREA-E_01_02-2020;P;CREA-E;CREACION DE EMPRESAS;1;06:30-08:00;Mie-Sab;22;4;27/11/2020;27/11/2020 21:21;1;Diferido;EMPRENDEDURISMO;MOLINA RODRIGUEZ MANUEL ANTONIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
MERCA-E_02_02-2020;P;MERCA-E;MERCADO DE CAPITALES ;2;06:30-08:00;Mie-Sab;74;4;18/11/2020;28/11/2020 05:56;70;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ADRE-T_01_02-2020;P;ADRE-T;ADMINISTRACION DE RESTAURANTES;1;06:30-08:00;Mie-Sab;43;4;18/11/2020;28/11/2020 06:11;40;Ordinario;TURISMO;CERNA AGUIÑADA CAROLINA ELIZABETH ;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
PROV-E_02_02-2020;P;PROV-E;PROMOCION DE VENTAS;2;06:30-08:00;Mie-Sab;61;4;18/11/2020;28/11/2020 06:32;57;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
MESO-E_02_02-2020;P;MESO-E;MERCADOTECNIA SOCIAL ;2;13:00-16:00;Sab;35;4;21/11/2020;28/11/2020 08:42;29;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
INME-E_02_02-2020;P;INME-E;INVESTIGACION DE MERCADO;2;18:40-20:10;Lu-Mie;38;4;18/11/2020;30/11/2020 14:28;36;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ADEF-E_05_02-2020;P;ADEF-E;ANALISIS DE ESTADOS FINANCIEROS;5;10:00-13:00;Dom;49;4;22/11/2020;28/11/2020 09:34;39;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
PLAE-E_03_02-2020;P;PLAE-E;PLANEACION ESTRATEGICA;3;13:00-16:00;Sab;81;4;28/11/2020;14/12/2020 20:33;1;Diferido;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ESTP-E_02_02-2020;P;ESTP-E;ESTRATEGIA DEL PRODUCTO ;2;13:00-16:00;Sab;66;4;21/11/2020;28/11/2020 12:54;59;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ESTP-E_01_02-2020;P;ESTP-E;ESTRATEGIA DEL PRODUCTO ;1;17:00-20:00;Vie;73;4;20/11/2020;28/11/2020 12:54;70;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
METI-H_05_02-2020;P;METI-H;METODOS DE INVESTIGACION;5;16:00-19:00;Sab;56;4;21/11/2020;28/11/2020 15:52;52;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
GEV1-E_02_02-2020;P;GEV1-E;GERENCIA DE VENTAS I ;2;13:00-16:00;Sab;49;4;28/11/2020;28/11/2020 16:19;3;Diferido;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
TICP-E_01_02-2020;P;TICP-E;TENDENCIAS E INN. EN LA CONTADURIA PUBLICA;1;18:40-20:10;Lu-Mie;52;4;18/11/2020;28/11/2020 16:38;51;Ordinario;CONTADURÍA;MONTANO FLORES DIOMESIS TITO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ACON-E_02_02-2020;P;ACON-E;ANALISIS DEL CONSUMIDOR;2;18:40-20:10;Lu-Mie;50;4;18/11/2020;29/11/2020 02:53;47;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ACON-E_02_02-2020;P;ACON-E;ANALISIS DEL CONSUMIDOR;2;18:40-20:10;Lu-Mie;50;2;29/11/2020;29/11/2020 02:54;3;Diferido;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ACON-E_02_02-2020;P;ACON-E;ANALISIS DEL CONSUMIDOR;2;18:40-20:10;Lu-Mie;50;3;29/11/2020;29/11/2020 02:54;2;Diferido;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ACON-E_02_02-2020;P;ACON-E;ANALISIS DEL CONSUMIDOR;2;18:40-20:10;Lu-Mie;50;4;29/11/2020;29/11/2020 02:55;3;Diferido;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
APRO-E_02_02-2020;P;APRO-E;ADMINISTRACIÓN DE PROYECTOS;2;06:30-08:00;Mie-Sab;60;4;18/11/2020;29/11/2020 10:02;59;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ADPRO-E_02_02-2020;P;ADPRO-E;ADMON. DE LA PRODUCCION ;2;10:00-13:00;Dom;17;4;22/11/2020;29/11/2020 10:03;15;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
PLAE-E_04_02-2020;P;PLAE-E;PLANEACION ESTRATEGICA;4;18:40-20:10;Ma-Jue;88;4;17/11/2020;29/11/2020 13:21;82;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
PRA1-T_01_02-2020;P;PRA1-T;PRACTICAS I;1;13:00-16:00;Sab;27;4;29/11/2020;29/11/2020 18:38;1;Diferido;TURISMO;CERNA AGUIÑADA CAROLINA ELIZABETH ;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
INME-E_01_02-2020;P;INME-E;INVESTIGACION DE MERCADO;1;06:30-08:00;Ma-Jue;48;4;19/11/2020;2/12/2020 18:27;43;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
METI-H_01_02-2020;P;METI-H;METODOS DE INVESTIGACION;1;06:30-08:00;Mie-Sab;14;4;18/11/2020;30/11/2020 16:41;10;Ordinario;MERCADEO;LOPEZ COLOCHO GUILLERMO ALONSO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
ADPRO-E_01_02-2020;P;ADPRO-E;ADMON. DE LA PRODUCCION ;1;17:00-18:30;Lu-Mie;38;4;16/11/2020;30/11/2020 18:54;31;Ordinario;ADMINISTRACIÓN;PEREZ DE TREJO REGINA DEL ROSARIO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
TENE-E_03_02-2020;P;TENE-E;TENDENCIAS ECONOMICAS;3;10:00-13:00;Dom;78;4;30/11/2020;30/11/2020 21:46;2;Diferido;ECONOMÍA;RAMÍREZ ALFARO GUILLERMO ;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
AUIN-E_01_02-2020;P;AUIN-E;AUDITORIA INTERNA ;1;18:40-20:10;Lu-Mie;101;4;18/11/2020;30/11/2020 21:57;96;Ordinario;CONTADURÍA;MONTANO FLORES DIOMESIS TITO;Escuela de Administración y Finanzas;Facultad de Ciencias Empresariales,
